ROWID,Datacode,Rectype,Recyear,Season,Watershed_name,Line,Species,Count,Common_name
548,CSM01,1,2001,AU,4B,W,Reithrodontomys_montanus,0,Plains harvest mouse
548,CSM01,1,2001,AU,4B,W,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
548,CSM01,1,2001,AU,4B,W,Microtus_ochrogaster,0,Prairie vole
548,CSM01,1,2001,AU,4B,W,Peromyscus_leucopus,1,White-footed mouse
548,CSM01,1,2001,AU,4B,W,Chaetodipus_hispidus,0,Hispid pocket mouse
548,CSM01,1,2001,AU,4B,W,Mus_musculus,0,House mouse
548,CSM01,1,2001,AU,4B,W,Neotoma_floridana,0,Eastern woodrat
548,CSM01,1,2001,AU,4B,W,Synaptomys_cooperi,0,Southern bog lemming
548,CSM01,1,2001,AU,4B,W,Zapus_hudsonius,0,Meadow jumping mouse
548,CSM01,1,2001,AU,4B,W,Cryptotis_parva,0,North American least shrew
549,CSM01,1,2001,AU,1D,E,Peromyscus_maniculatus,3,Deer mouse
549,CSM01,1,2001,AU,1D,E,Reithrodontomys_megalotis,0,Western harvest mouse
549,CSM01,1,2001,AU,1D,E,Sigmodon_hispidus,0,Hispid cotton rat
549,CSM01,1,2001,AU,1D,E,Blarina_hylophaga,0,Elliot's short-tailed shrew
549,CSM01,1,2001,AU,1D,E,Reithrodontomys_montanus,0,Plains harvest mouse
549,CSM01,1,2001,AU,1D,E,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
549,CSM01,1,2001,AU,1D,E,Microtus_ochrogaster,0,Prairie vole
549,CSM01,1,2001,AU,1D,E,Peromyscus_leucopus,0,White-footed mouse
549,CSM01,1,2001,AU,1D,E,Chaetodipus_hispidus,0,Hispid pocket mouse
549,CSM01,1,2001,AU,1D,E,Mus_musculus,0,House mouse
549,CSM01,1,2001,AU,1D,E,Neotoma_floridana,0,Eastern woodrat
549,CSM01,1,2001,AU,1D,E,Synaptomys_cooperi,0,Southern bog lemming
549,CSM01,1,2001,AU,1D,E,Zapus_hudsonius,0,Meadow jumping mouse
549,CSM01,1,2001,AU,1D,E,Cryptotis_parva,0,North American least shrew
550,CSM01,1,2001,AU,1D,W,Peromyscus_maniculatus,4,Deer mouse
550,CSM01,1,2001,AU,1D,W,Reithrodontomys_megalotis,0,Western harvest mouse
550,CSM01,1,2001,AU,1D,W,Sigmodon_hispidus,0,Hispid cotton rat
550,CSM01,1,2001,AU,1D,W,Blarina_hylophaga,1,Elliot's short-tailed shrew
550,CSM01,1,2001,AU,1D,W,Reithrodontomys_montanus,0,Plains harvest mouse
550,CSM01,1,2001,AU,1D,W,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
550,CSM01,1,2001,AU,1D,W,Microtus_ochrogaster,0,Prairie vole
550,CSM01,1,2001,AU,1D,W,Peromyscus_leucopus,0,White-footed mouse
550,CSM01,1,2001,AU,1D,W,Chaetodipus_hispidus,0,Hispid pocket mouse
550,CSM01,1,2001,AU,1D,W,Mus_musculus,0,House mouse
550,CSM01,1,2001,AU,1D,W,Neotoma_floridana,0,Eastern woodrat
550,CSM01,1,2001,AU,1D,W,Synaptomys_cooperi,0,Southern bog lemming
550,CSM01,1,2001,AU,1D,W,Zapus_hudsonius,0,Meadow jumping mouse
550,CSM01,1,2001,AU,1D,W,Cryptotis_parva,0,North American least shrew
551,CSM01,1,2001,AU,20B,E,Peromyscus_maniculatus,0,Deer mouse
551,CSM01,1,2001,AU,20B,E,Reithrodontomys_megalotis,2,Western harvest mouse
551,CSM01,1,2001,AU,20B,E,Sigmodon_hispidus,0,Hispid cotton rat
551,CSM01,1,2001,AU,20B,E,Blarina_hylophaga,0,Elliot's short-tailed shrew
551,CSM01,1,2001,AU,20B,E,Reithrodontomys_montanus,0,Plains harvest mouse
551,CSM01,1,2001,AU,20B,E,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
551,CSM01,1,2001,AU,20B,E,Microtus_ochrogaster,0,Prairie vole
551,CSM01,1,2001,AU,20B,E,Peromyscus_leucopus,0,White-footed mouse
551,CSM01,1,2001,AU,20B,E,Chaetodipus_hispidus,0,Hispid pocket mouse
551,CSM01,1,2001,AU,20B,E,Mus_musculus,0,House mouse
551,CSM01,1,2001,AU,20B,E,Neotoma_floridana,0,Eastern woodrat
551,CSM01,1,2001,AU,20B,E,Synaptomys_cooperi,0,Southern bog lemming
551,CSM01,1,2001,AU,20B,E,Zapus_hudsonius,0,Meadow jumping mouse
551,CSM01,1,2001,AU,20B,E,Cryptotis_parva,0,North American least shrew
552,CSM01,1,2001,AU,20B,W,Peromyscus_maniculatus,0,Deer mouse
552,CSM01,1,2001,AU,20B,W,Reithrodontomys_megalotis,0,Western harvest mouse
552,CSM01,1,2001,AU,20B,W,Sigmodon_hispidus,0,Hispid cotton rat
552,CSM01,1,2001,AU,20B,W,Blarina_hylophaga,0,Elliot's short-tailed shrew
552,CSM01,1,2001,AU,20B,W,Reithrodontomys_montanus,0,Plains harvest mouse
552,CSM01,1,2001,AU,20B,W,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
552,CSM01,1,2001,AU,20B,W,Microtus_ochrogaster,0,Prairie vole
552,CSM01,1,2001,AU,20B,W,Peromyscus_leucopus,9,White-footed mouse
552,CSM01,1,2001,AU,20B,W,Chaetodipus_hispidus,0,Hispid pocket mouse
552,CSM01,1,2001,AU,20B,W,Mus_musculus,0,House mouse
552,CSM01,1,2001,AU,20B,W,Neotoma_floridana,0,Eastern woodrat
552,CSM01,1,2001,AU,20B,W,Synaptomys_cooperi,0,Southern bog lemming
552,CSM01,1,2001,AU,20B,W,Zapus_hudsonius,0,Meadow jumping mouse
552,CSM01,1,2001,AU,20B,W,Cryptotis_parva,0,North American least shrew
553,CSM01,1,2001,AU,N20B,N,Peromyscus_maniculatus,1,Deer mouse
553,CSM01,1,2001,AU,N20B,N,Reithrodontomys_megalotis,0,Western harvest mouse
553,CSM01,1,2001,AU,N20B,N,Sigmodon_hispidus,0,Hispid cotton rat
553,CSM01,1,2001,AU,N20B,N,Blarina_hylophaga,1,Elliot's short-tailed shrew
553,CSM01,1,2001,AU,N20B,N,Reithrodontomys_montanus,0,Plains harvest mouse
553,CSM01,1,2001,AU,N20B,N,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
553,CSM01,1,2001,AU,N20B,N,Microtus_ochrogaster,0,Prairie vole
553,CSM01,1,2001,AU,N20B,N,Peromyscus_leucopus,0,White-footed mouse
553,CSM01,1,2001,AU,N20B,N,Chaetodipus_hispidus,0,Hispid pocket mouse
553,CSM01,1,2001,AU,N20B,N,Mus_musculus,0,House mouse
553,CSM01,1,2001,AU,N20B,N,Neotoma_floridana,0,Eastern woodrat
553,CSM01,1,2001,AU,N20B,N,Synaptomys_cooperi,0,Southern bog lemming
553,CSM01,1,2001,AU,N20B,N,Zapus_hudsonius,0,Meadow jumping mouse
553,CSM01,1,2001,AU,N20B,N,Cryptotis_parva,0,North American least shrew
554,CSM01,1,2001,AU,N20B,S,Peromyscus_maniculatus,0,Deer mouse
554,CSM01,1,2001,AU,N20B,S,Reithrodontomys_megalotis,0,Western harvest mouse
554,CSM01,1,2001,AU,N20B,S,Sigmodon_hispidus,0,Hispid cotton rat
554,CSM01,1,2001,AU,N20B,S,Blarina_hylophaga,1,Elliot's short-tailed shrew
554,CSM01,1,2001,AU,N20B,S,Reithrodontomys_montanus,0,Plains harvest mouse
554,CSM01,1,2001,AU,N20B,S,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
554,CSM01,1,2001,AU,N20B,S,Microtus_ochrogaster,0,Prairie vole
554,CSM01,1,2001,AU,N20B,S,Peromyscus_leucopus,3,White-footed mouse
554,CSM01,1,2001,AU,N20B,S,Chaetodipus_hispidus,0,Hispid pocket mouse
554,CSM01,1,2001,AU,N20B,S,Mus_musculus,0,House mouse
554,CSM01,1,2001,AU,N20B,S,Neotoma_floridana,0,Eastern woodrat
554,CSM01,1,2001,AU,N20B,S,Synaptomys_cooperi,0,Southern bog lemming
554,CSM01,1,2001,AU,N20B,S,Zapus_hudsonius,0,Meadow jumping mouse
554,CSM01,1,2001,AU,N20B,S,Cryptotis_parva,0,North American least shrew
555,CSM01,1,2001,AU,N1B,E,Peromyscus_maniculatus,4,Deer mouse
555,CSM01,1,2001,AU,N1B,E,Reithrodontomys_megalotis,0,Western harvest mouse
555,CSM01,1,2001,AU,N1B,E,Sigmodon_hispidus,0,Hispid cotton rat
555,CSM01,1,2001,AU,N1B,E,Blarina_hylophaga,0,Elliot's short-tailed shrew
555,CSM01,1,2001,AU,N1B,E,Reithrodontomys_montanus,0,Plains harvest mouse
555,CSM01,1,2001,AU,N1B,E,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
555,CSM01,1,2001,AU,N1B,E,Microtus_ochrogaster,0,Prairie vole
555,CSM01,1,2001,AU,N1B,E,Peromyscus_leucopus,0,White-footed mouse
555,CSM01,1,2001,AU,N1B,E,Chaetodipus_hispidus,0,Hispid pocket mouse
555,CSM01,1,2001,AU,N1B,E,Mus_musculus,0,House mouse
555,CSM01,1,2001,AU,N1B,E,Neotoma_floridana,1,Eastern woodrat
555,CSM01,1,2001,AU,N1B,E,Synaptomys_cooperi,0,Southern bog lemming
555,CSM01,1,2001,AU,N1B,E,Zapus_hudsonius,0,Meadow jumping mouse
555,CSM01,1,2001,AU,N1B,E,Cryptotis_parva,0,North American least shrew
556,CSM01,1,2001,AU,N1B,W,Peromyscus_maniculatus,2,Deer mouse
556,CSM01,1,2001,AU,N1B,W,Reithrodontomys_megalotis,0,Western harvest mouse
556,CSM01,1,2001,AU,N1B,W,Sigmodon_hispidus,0,Hispid cotton rat
556,CSM01,1,2001,AU,N1B,W,Blarina_hylophaga,0,Elliot's short-tailed shrew
556,CSM01,1,2001,AU,N1B,W,Reithrodontomys_montanus,0,Plains harvest mouse
556,CSM01,1,2001,AU,N1B,W,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
556,CSM01,1,2001,AU,N1B,W,Microtus_ochrogaster,0,Prairie vole
556,CSM01,1,2001,AU,N1B,W,Peromyscus_leucopus,1,White-footed mouse
556,CSM01,1,2001,AU,N1B,W,Chaetodipus_hispidus,0,Hispid pocket mouse
556,CSM01,1,2001,AU,N1B,W,Mus_musculus,0,House mouse
556,CSM01,1,2001,AU,N1B,W,Neotoma_floridana,0,Eastern woodrat
556,CSM01,1,2001,AU,N1B,W,Synaptomys_cooperi,0,Southern bog lemming
556,CSM01,1,2001,AU,N1B,W,Zapus_hudsonius,0,Meadow jumping mouse
556,CSM01,1,2001,AU,N1B,W,Cryptotis_parva,0,North American least shrew
557,CSM01,1,2001,AU,N4D,E,Peromyscus_maniculatus,5,Deer mouse
557,CSM01,1,2001,AU,N4D,E,Reithrodontomys_megalotis,0,Western harvest mouse
557,CSM01,1,2001,AU,N4D,E,Sigmodon_hispidus,0,Hispid cotton rat
557,CSM01,1,2001,AU,N4D,E,Blarina_hylophaga,0,Elliot's short-tailed shrew
557,CSM01,1,2001,AU,N4D,E,Reithrodontomys_montanus,0,Plains harvest mouse
557,CSM01,1,2001,AU,N4D,E,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
557,CSM01,1,2001,AU,N4D,E,Microtus_ochrogaster,0,Prairie vole
557,CSM01,1,2001,AU,N4D,E,Peromyscus_leucopus,0,White-footed mouse
557,CSM01,1,2001,AU,N4D,E,Chaetodipus_hispidus,0,Hispid pocket mouse
557,CSM01,1,2001,AU,N4D,E,Mus_musculus,0,House mouse
557,CSM01,1,2001,AU,N4D,E,Neotoma_floridana,0,Eastern woodrat
557,CSM01,1,2001,AU,N4D,E,Synaptomys_cooperi,0,Southern bog lemming
557,CSM01,1,2001,AU,N4D,E,Zapus_hudsonius,0,Meadow jumping mouse
557,CSM01,1,2001,AU,N4D,E,Cryptotis_parva,0,North American least shrew
558,CSM01,1,2001,AU,N4D,W,Peromyscus_maniculatus,2,Deer mouse
558,CSM01,1,2001,AU,N4D,W,Reithrodontomys_megalotis,0,Western harvest mouse
558,CSM01,1,2001,AU,N4D,W,Sigmodon_hispidus,0,Hispid cotton rat
558,CSM01,1,2001,AU,N4D,W,Blarina_hylophaga,0,Elliot's short-tailed shrew
558,CSM01,1,2001,AU,N4D,W,Reithrodontomys_montanus,0,Plains harvest mouse
558,CSM01,1,2001,AU,N4D,W,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
558,CSM01,1,2001,AU,N4D,W,Microtus_ochrogaster,0,Prairie vole
558,CSM01,1,2001,AU,N4D,W,Peromyscus_leucopus,2,White-footed mouse
558,CSM01,1,2001,AU,N4D,W,Chaetodipus_hispidus,1,Hispid pocket mouse
558,CSM01,1,2001,AU,N4D,W,Mus_musculus,0,House mouse
558,CSM01,1,2001,AU,N4D,W,Neotoma_floridana,1,Eastern woodrat
558,CSM01,1,2001,AU,N4D,W,Synaptomys_cooperi,0,Southern bog lemming
558,CSM01,1,2001,AU,N4D,W,Zapus_hudsonius,0,Meadow jumping mouse
558,CSM01,1,2001,AU,N4D,W,Cryptotis_parva,0,North American least shrew
561,CSM01,1,2001,SP,4B,E,Peromyscus_maniculatus,1,Deer mouse
561,CSM01,1,2001,SP,4B,E,Reithrodontomys_megalotis,0,Western harvest mouse
561,CSM01,1,2001,SP,4B,E,Sigmodon_hispidus,0,Hispid cotton rat
561,CSM01,1,2001,SP,4B,E,Blarina_hylophaga,0,Elliot's short-tailed shrew
561,CSM01,1,2001,SP,4B,E,Reithrodontomys_montanus,0,Plains harvest mouse
561,CSM01,1,2001,SP,4B,E,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
561,CSM01,1,2001,SP,4B,E,Microtus_ochrogaster,0,Prairie vole
561,CSM01,1,2001,SP,4B,E,Peromyscus_leucopus,0,White-footed mouse
561,CSM01,1,2001,SP,4B,E,Chaetodipus_hispidus,0,Hispid pocket mouse
561,CSM01,1,2001,SP,4B,E,Mus_musculus,0,House mouse
561,CSM01,1,2001,SP,4B,E,Neotoma_floridana,0,Eastern woodrat
561,CSM01,1,2001,SP,4B,E,Synaptomys_cooperi,0,Southern bog lemming
561,CSM01,1,2001,SP,4B,E,Zapus_hudsonius,0,Meadow jumping mouse
561,CSM01,1,2001,SP,4B,E,Cryptotis_parva,0,North American least shrew
562,CSM01,1,2001,SP,4B,W,Peromyscus_maniculatus,0,Deer mouse
562,CSM01,1,2001,SP,4B,W,Reithrodontomys_megalotis,0,Western harvest mouse
562,CSM01,1,2001,SP,4B,W,Sigmodon_hispidus,0,Hispid cotton rat
562,CSM01,1,2001,SP,4B,W,Blarina_hylophaga,0,Elliot's short-tailed shrew
562,CSM01,1,2001,SP,4B,W,Reithrodontomys_montanus,0,Plains harvest mouse
562,CSM01,1,2001,SP,4B,W,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
562,CSM01,1,2001,SP,4B,W,Microtus_ochrogaster,0,Prairie vole
562,CSM01,1,2001,SP,4B,W,Peromyscus_leucopus,0,White-footed mouse
562,CSM01,1,2001,SP,4B,W,Chaetodipus_hispidus,0,Hispid pocket mouse
562,CSM01,1,2001,SP,4B,W,Mus_musculus,0,House mouse
562,CSM01,1,2001,SP,4B,W,Neotoma_floridana,0,Eastern woodrat
562,CSM01,1,2001,SP,4B,W,Synaptomys_cooperi,0,Southern bog lemming
562,CSM01,1,2001,SP,4B,W,Zapus_hudsonius,0,Meadow jumping mouse
562,CSM01,1,2001,SP,4B,W,Cryptotis_parva,0,North American least shrew
563,CSM01,1,2001,SP,1D,E,Peromyscus_maniculatus,0,Deer mouse
563,CSM01,1,2001,SP,1D,E,Reithrodontomys_megalotis,0,Western harvest mouse
563,CSM01,1,2001,SP,1D,E,Sigmodon_hispidus,0,Hispid cotton rat
563,CSM01,1,2001,SP,1D,E,Blarina_hylophaga,0,Elliot's short-tailed shrew
563,CSM01,1,2001,SP,1D,E,Reithrodontomys_montanus,0,Plains harvest mouse
563,CSM01,1,2001,SP,1D,E,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
563,CSM01,1,2001,SP,1D,E,Microtus_ochrogaster,0,Prairie vole
563,CSM01,1,2001,SP,1D,E,Peromyscus_leucopus,0,White-footed mouse
563,CSM01,1,2001,SP,1D,E,Chaetodipus_hispidus,0,Hispid pocket mouse
563,CSM01,1,2001,SP,1D,E,Mus_musculus,0,House mouse
563,CSM01,1,2001,SP,1D,E,Neotoma_floridana,0,Eastern woodrat
563,CSM01,1,2001,SP,1D,E,Synaptomys_cooperi,0,Southern bog lemming
563,CSM01,1,2001,SP,1D,E,Zapus_hudsonius,0,Meadow jumping mouse
563,CSM01,1,2001,SP,1D,E,Cryptotis_parva,0,North American least shrew
564,CSM01,1,2001,SP,1D,W,Peromyscus_maniculatus,0,Deer mouse
564,CSM01,1,2001,SP,1D,W,Reithrodontomys_megalotis,0,Western harvest mouse
564,CSM01,1,2001,SP,1D,W,Sigmodon_hispidus,0,Hispid cotton rat
564,CSM01,1,2001,SP,1D,W,Blarina_hylophaga,0,Elliot's short-tailed shrew
564,CSM01,1,2001,SP,1D,W,Reithrodontomys_montanus,0,Plains harvest mouse
564,CSM01,1,2001,SP,1D,W,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
564,CSM01,1,2001,SP,1D,W,Microtus_ochrogaster,0,Prairie vole
564,CSM01,1,2001,SP,1D,W,Peromyscus_leucopus,0,White-footed mouse
564,CSM01,1,2001,SP,1D,W,Chaetodipus_hispidus,0,Hispid pocket mouse
564,CSM01,1,2001,SP,1D,W,Mus_musculus,0,House mouse
564,CSM01,1,2001,SP,1D,W,Neotoma_floridana,0,Eastern woodrat
564,CSM01,1,2001,SP,1D,W,Synaptomys_cooperi,0,Southern bog lemming
564,CSM01,1,2001,SP,1D,W,Zapus_hudsonius,0,Meadow jumping mouse
564,CSM01,1,2001,SP,1D,W,Cryptotis_parva,0,North American least shrew
565,CSM01,1,2001,SP,20B,E,Peromyscus_maniculatus,0,Deer mouse
565,CSM01,1,2001,SP,20B,E,Reithrodontomys_megalotis,0,Western harvest mouse
565,CSM01,1,2001,SP,20B,E,Sigmodon_hispidus,0,Hispid cotton rat
565,CSM01,1,2001,SP,20B,E,Blarina_hylophaga,0,Elliot's short-tailed shrew
565,CSM01,1,2001,SP,20B,E,Reithrodontomys_montanus,0,Plains harvest mouse
565,CSM01,1,2001,SP,20B,E,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
565,CSM01,1,2001,SP,20B,E,Microtus_ochrogaster,1,Prairie vole
565,CSM01,1,2001,SP,20B,E,Peromyscus_leucopus,5,White-footed mouse
565,CSM01,1,2001,SP,20B,E,Chaetodipus_hispidus,0,Hispid pocket mouse
565,CSM01,1,2001,SP,20B,E,Mus_musculus,0,House mouse
565,CSM01,1,2001,SP,20B,E,Neotoma_floridana,0,Eastern woodrat
565,CSM01,1,2001,SP,20B,E,Synaptomys_cooperi,0,Southern bog lemming
565,CSM01,1,2001,SP,20B,E,Zapus_hudsonius,0,Meadow jumping mouse
565,CSM01,1,2001,SP,20B,E,Cryptotis_parva,0,North American least shrew
566,CSM01,1,2001,SP,20B,W,Peromyscus_maniculatus,0,Deer mouse
566,CSM01,1,2001,SP,20B,W,Reithrodontomys_megalotis,0,Western harvest mouse
566,CSM01,1,2001,SP,20B,W,Sigmodon_hispidus,0,Hispid cotton rat
566,CSM01,1,2001,SP,20B,W,Blarina_hylophaga,0,Elliot's short-tailed shrew
566,CSM01,1,2001,SP,20B,W,Reithrodontomys_montanus,0,Plains harvest mouse
566,CSM01,1,2001,SP,20B,W,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
566,CSM01,1,2001,SP,20B,W,Microtus_ochrogaster,0,Prairie vole
566,CSM01,1,2001,SP,20B,W,Peromyscus_leucopus,2,White-footed mouse
566,CSM01,1,2001,SP,20B,W,Chaetodipus_hispidus,0,Hispid pocket mouse
566,CSM01,1,2001,SP,20B,W,Mus_musculus,0,House mouse
566,CSM01,1,2001,SP,20B,W,Neotoma_floridana,0,Eastern woodrat
566,CSM01,1,2001,SP,20B,W,Synaptomys_cooperi,0,Southern bog lemming
566,CSM01,1,2001,SP,20B,W,Zapus_hudsonius,0,Meadow jumping mouse
566,CSM01,1,2001,SP,20B,W,Cryptotis_parva,0,North American least shrew
567,CSM01,1,2001,SP,N20B,N,Peromyscus_maniculatus,1,Deer mouse
567,CSM01,1,2001,SP,N20B,N,Reithrodontomys_megalotis,0,Western harvest mouse
567,CSM01,1,2001,SP,N20B,N,Sigmodon_hispidus,0,Hispid cotton rat
567,CSM01,1,2001,SP,N20B,N,Blarina_hylophaga,0,Elliot's short-tailed shrew
567,CSM01,1,2001,SP,N20B,N,Reithrodontomys_montanus,0,Plains harvest mouse
567,CSM01,1,2001,SP,N20B,N,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
567,CSM01,1,2001,SP,N20B,N,Microtus_ochrogaster,0,Prairie vole
567,CSM01,1,2001,SP,N20B,N,Peromyscus_leucopus,3,White-footed mouse
567,CSM01,1,2001,SP,N20B,N,Chaetodipus_hispidus,0,Hispid pocket mouse
567,CSM01,1,2001,SP,N20B,N,Mus_musculus,0,House mouse
567,CSM01,1,2001,SP,N20B,N,Neotoma_floridana,0,Eastern woodrat
567,CSM01,1,2001,SP,N20B,N,Synaptomys_cooperi,0,Southern bog lemming
567,CSM01,1,2001,SP,N20B,N,Zapus_hudsonius,0,Meadow jumping mouse
567,CSM01,1,2001,SP,N20B,N,Cryptotis_parva,0,North American least shrew
568,CSM01,1,2001,SP,N20B,S,Peromyscus_maniculatus,0,Deer mouse
568,CSM01,1,2001,SP,N20B,S,Reithrodontomys_megalotis,0,Western harvest mouse
568,CSM01,1,2001,SP,N20B,S,Sigmodon_hispidus,0,Hispid cotton rat
568,CSM01,1,2001,SP,N20B,S,Blarina_hylophaga,1,Elliot's short-tailed shrew
568,CSM01,1,2001,SP,N20B,S,Reithrodontomys_montanus,0,Plains harvest mouse
568,CSM01,1,2001,SP,N20B,S,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
568,CSM01,1,2001,SP,N20B,S,Microtus_ochrogaster,0,Prairie vole
568,CSM01,1,2001,SP,N20B,S,Peromyscus_leucopus,7,White-footed mouse
568,CSM01,1,2001,SP,N20B,S,Chaetodipus_hispidus,0,Hispid pocket mouse
568,CSM01,1,2001,SP,N20B,S,Mus_musculus,0,House mouse
568,CSM01,1,2001,SP,N20B,S,Neotoma_floridana,0,Eastern woodrat
568,CSM01,1,2001,SP,N20B,S,Synaptomys_cooperi,0,Southern bog lemming
568,CSM01,1,2001,SP,N20B,S,Zapus_hudsonius,0,Meadow jumping mouse
568,CSM01,1,2001,SP,N20B,S,Cryptotis_parva,0,North American least shrew
569,CSM01,1,2001,SP,N1B,E,Peromyscus_maniculatus,8,Deer mouse
569,CSM01,1,2001,SP,N1B,E,Reithrodontomys_megalotis,0,Western harvest mouse
569,CSM01,1,2001,SP,N1B,E,Sigmodon_hispidus,0,Hispid cotton rat
569,CSM01,1,2001,SP,N1B,E,Blarina_hylophaga,0,Elliot's short-tailed shrew
569,CSM01,1,2001,SP,N1B,E,Reithrodontomys_montanus,0,Plains harvest mouse
569,CSM01,1,2001,SP,N1B,E,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
569,CSM01,1,2001,SP,N1B,E,Microtus_ochrogaster,0,Prairie vole
569,CSM01,1,2001,SP,N1B,E,Peromyscus_leucopus,0,White-footed mouse
569,CSM01,1,2001,SP,N1B,E,Chaetodipus_hispidus,0,Hispid pocket mouse
569,CSM01,1,2001,SP,N1B,E,Mus_musculus,0,House mouse
569,CSM01,1,2001,SP,N1B,E,Neotoma_floridana,0,Eastern woodrat
569,CSM01,1,2001,SP,N1B,E,Synaptomys_cooperi,0,Southern bog lemming
569,CSM01,1,2001,SP,N1B,E,Zapus_hudsonius,0,Meadow jumping mouse
569,CSM01,1,2001,SP,N1B,E,Cryptotis_parva,0,North American least shrew
570,CSM01,1,2001,SP,N1B,W,Peromyscus_maniculatus,7,Deer mouse
570,CSM01,1,2001,SP,N1B,W,Reithrodontomys_megalotis,0,Western harvest mouse
570,CSM01,1,2001,SP,N1B,W,Sigmodon_hispidus,0,Hispid cotton rat
570,CSM01,1,2001,SP,N1B,W,Blarina_hylophaga,0,Elliot's short-tailed shrew
570,CSM01,1,2001,SP,N1B,W,Reithrodontomys_montanus,0,Plains harvest mouse
570,CSM01,1,2001,SP,N1B,W,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
570,CSM01,1,2001,SP,N1B,W,Microtus_ochrogaster,0,Prairie vole
570,CSM01,1,2001,SP,N1B,W,Peromyscus_leucopus,0,White-footed mouse
570,CSM01,1,2001,SP,N1B,W,Chaetodipus_hispidus,0,Hispid pocket mouse
570,CSM01,1,2001,SP,N1B,W,Mus_musculus,0,House mouse
570,CSM01,1,2001,SP,N1B,W,Neotoma_floridana,0,Eastern woodrat
570,CSM01,1,2001,SP,N1B,W,Synaptomys_cooperi,0,Southern bog lemming
570,CSM01,1,2001,SP,N1B,W,Zapus_hudsonius,0,Meadow jumping mouse
570,CSM01,1,2001,SP,N1B,W,Cryptotis_parva,0,North American least shrew
571,CSM01,1,2001,SP,N4D,E,Peromyscus_maniculatus,0,Deer mouse
571,CSM01,1,2001,SP,N4D,E,Reithrodontomys_megalotis,0,Western harvest mouse
571,CSM01,1,2001,SP,N4D,E,Sigmodon_hispidus,0,Hispid cotton rat
571,CSM01,1,2001,SP,N4D,E,Blarina_hylophaga,0,Elliot's short-tailed shrew
571,CSM01,1,2001,SP,N4D,E,Reithrodontomys_montanus,0,Plains harvest mouse
571,CSM01,1,2001,SP,N4D,E,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
571,CSM01,1,2001,SP,N4D,E,Microtus_ochrogaster,0,Prairie vole
571,CSM01,1,2001,SP,N4D,E,Peromyscus_leucopus,0,White-footed mouse
571,CSM01,1,2001,SP,N4D,E,Chaetodipus_hispidus,0,Hispid pocket mouse
571,CSM01,1,2001,SP,N4D,E,Mus_musculus,0,House mouse
571,CSM01,1,2001,SP,N4D,E,Neotoma_floridana,0,Eastern woodrat
571,CSM01,1,2001,SP,N4D,E,Synaptomys_cooperi,0,Southern bog lemming
571,CSM01,1,2001,SP,N4D,E,Zapus_hudsonius,0,Meadow jumping mouse
571,CSM01,1,2001,SP,N4D,E,Cryptotis_parva,0,North American least shrew
572,CSM01,1,2001,SP,N4D,W,Peromyscus_maniculatus,0,Deer mouse
572,CSM01,1,2001,SP,N4D,W,Reithrodontomys_megalotis,0,Western harvest mouse
572,CSM01,1,2001,SP,N4D,W,Sigmodon_hispidus,0,Hispid cotton rat
572,CSM01,1,2001,SP,N4D,W,Blarina_hylophaga,0,Elliot's short-tailed shrew
572,CSM01,1,2001,SP,N4D,W,Reithrodontomys_montanus,0,Plains harvest mouse
572,CSM01,1,2001,SP,N4D,W,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
572,CSM01,1,2001,SP,N4D,W,Microtus_ochrogaster,0,Prairie vole
572,CSM01,1,2001,SP,N4D,W,Peromyscus_leucopus,0,White-footed mouse
572,CSM01,1,2001,SP,N4D,W,Chaetodipus_hispidus,0,Hispid pocket mouse
572,CSM01,1,2001,SP,N4D,W,Mus_musculus,0,House mouse
572,CSM01,1,2001,SP,N4D,W,Neotoma_floridana,0,Eastern woodrat
572,CSM01,1,2001,SP,N4D,W,Synaptomys_cooperi,0,Southern bog lemming
572,CSM01,1,2001,SP,N4D,W,Zapus_hudsonius,0,Meadow jumping mouse
572,CSM01,1,2001,SP,N4D,W,Cryptotis_parva,0,North American least shrew
